credit_score,annual_income,dti_ratio,loan_amount,loan_term,employment_length,num_credit_lines,delinquent_history,num_delinquencies,num_credit_inquiries,revolving_util,interest_rate,loan_status
605,59196.32,4.19,11264.98,60,1,3,0,0,1,45.43,5.92,Fully Paid
677,54717.95,2.97,2937.95,36,1,4,0,0,0,60.73,4.4,Fully Paid
805,30505.22,15.73,16159.74,24,7,2,0,0,0,22.31,3.4,Fully Paid
526,52789.96,5.9,13254.92,60,10,8,0,0,1,34.38,6.06,Default
487,57576.38,10.39,9708.15,60,7,6,0,0,3,31.82,5.84,Default
628,13704.73,21.56,11186.98,48,5,5,0,0,0,40.67,5.31,Fully Paid
732,81446.15,33.5,36065.61,60,15,5,0,0,1,9.35,4.62,Fully Paid
654,103716.79,36.54,8985.66,48,3,6,0,0,2,26.87,5.74,Fully Paid
556,224079.75,10.39,3234.1,36,1,9,0,0,1,9.57,4.02,Fully Paid
656,34271.21,24.25,7072.26,60,5,1,0,0,3,58.58,7.36,Fully Paid
511,56101.56,23.43,6801.41,24,20,5,0,0,3,35.2,3.53,Default
700,78609.36,16.06,30510.7,36,3,8,0,0,2,32.37,5.7,Fully Paid
625,57923.47,3.69,21437.29,48,7,7,1,3,3,41.85,8.32,Fully Paid
643,38207.83,23.3,34511.69,36,7,4,0,0,0,11.88,5.32,Fully Paid
684,24797.03,9.74,11847.01,36,5,5,1,1,2,45.34,6.52,Default
666,62525.14,5.39,17346.73,36,3,7,0,0,1,47.09,5.08,Fully Paid
606,125253.44,7.14,5143.34,48,5,5,0,0,0,44.15,4.05,Fully Paid
732,60050.25,19.15,39790.5,24,20,7,0,0,0,69.88,4.21,Fully Paid
713,57696.32,14.67,9339.35,48,10,2,0,0,3,62.65,4.91,Fully Paid
508,75472.67,1.77,30465.97,36,1,6,0,0,1,53.06,5.11,Fully Paid
631,94130.46,38.6,4756.35,36,7,7,0,0,3,49.7,5.99,Fully Paid
563,72916.63,17.14,12107.09,36,5,2,0,0,1,27.42,5.27,Fully Paid
548,28499.61,11.61,21349.4,48,0,2,1,3,0,38.01,8.45,Default
692,78862.79,19.88,18468.81,36,3,5,0,0,3,29.58,5.05,Fully Paid
616,41092.31,18.71,3072.21,60,5,5,0,0,2,82.62,6.77,Fully Paid
638,38878.36,25.83,11120.98,24,5,3,0,0,2,27.76,3.83,Fully Paid
596,31319.86,13.75,30502.95,36,2,8,1,1,0,62.63,7.36,Fully Paid
679,56844.29,9.36,5517.15,36,5,5,0,0,0,36.18,4.3,Fully Paid
704,43358.5,9.32,11551.96,24,0,2,0,0,1,17.76,3.95,Fully Paid
823,50217.0,27.78,15174.55,24,0,8,0,0,0,40.51,4.62,Fully Paid
635,32908.32,7.64,13174.84,48,5,5,0,0,1,50.86,5.29,Fully Paid
534,102453.32,1.59,36828.78,12,2,3,0,0,4,46.52,5.24,Fully Paid
609,47346.1,36.54,9762.86,36,20,7,0,0,1,33.12,3.4,Default
717,38722.73,1.75,13254.6,12,5,1,0,0,0,36.12,3.45,Fully Paid
588,21725.47,13.75,34826.99,36,1,3,0,0,0,9.54,5.72,Default
531,164280.32,17.53,22647.27,48,3,10,0,0,2,9.5,5.68,Default
589,23561.02,23.77,15373.16,12,5,3,0,0,5,34.88,5.6,Default
607,71124.42,11.33,10777.61,36,10,9,0,0,1,66.13,4.21,Fully Paid
563,89067.72,35.06,36439.01,48,0,5,0,0,0,26.26,6.41,Default
667,47450.15,17.86,27360.63,48,5,2,0,0,1,23.65,5.92,Default
643,76997.35,31.05,16545.97,60,3,1,0,0,1,56.37,5.9,Fully Paid
713,80611.71,18.23,8119.17,60,15,4,0,0,3,61.18,5.04,Fully Paid
614,99148.6,23.82,11118.21,36,3,1,1,2,2,65.75,8.59,Default
694,86007.33,9.55,31307.34,48,0,5,1,3,0,28.98,6.75,Fully Paid
610,49619.02,6.91,4250.96,24,3,7,0,0,2,12.75,3.6,Default
559,47091.31,4.48,9356.36,12,5,6,0,0,0,20.16,3.54,Fully Paid
606,204736.12,23.44,2892.04,60,3,6,0,0,0,74.09,6.86,Fully Paid
520,115406.59,2.33,20872.3,36,2,6,0,0,0,54.56,4.83,Fully Paid
793,39387.65,3.52,26790.17,60,3,5,1,1,2,32.37,7.22,Fully Paid
661,72986.85,23.71,33987.89,12,1,5,1,2,2,12.33,7.04,Default
586,75875.09,27.94,7343.75,24,10,1,0,0,0,55.38,4.22,Fully Paid
619,59218.14,19.78,6035.85,36,20,6,0,0,1,32.15,3.17,Fully Paid
453,171749.11,1.41,6184.24,12,3,6,0,0,1,21.21,4.49,Default
764,56274.19,16.34,3397.42,24,1,5,0,0,1,64.2,5.0,Fully Paid
756,56985.12,36.99,12904.26,60,1,4,0,0,0,77.77,6.35,Fully Paid
658,98082.05,4.33,23247.11,60,5,7,0,0,2,70.55,6.38,Fully Paid
675,33964.93,33.3,13058.31,48,0,4,0,0,3,44.27,6.84,Fully Paid
548,43635.05,23.35,10825.95,24,1,10,1,1,3,13.97,7.06,Default
554,144598.67,9.08,3141.66,48,0,5,0,0,1,7.69,3.79,Fully Paid
514,58826.47,13.55,19959.46,36,3,10,0,0,1,47.42,5.59,Fully Paid
637,36952.25,25.07,7693.21,48,5,4,0,0,1,28.61,5.28,Fully Paid
734,66497.67,12.39,9666.04,24,10,2,0,0,1,46.92,2.57,Fully Paid
619,65244.78,12.69,4773.92,12,3,4,1,1,1,43.32,5.23,Fully Paid
677,133512.82,22.97,18002.47,36,5,6,1,5,1,35.8,6.73,Fully Paid
728,114997.55,19.63,9588.67,60,5,2,0,0,3,29.34,6.4,Fully Paid
520,67699.52,37.66,16953.93,24,2,4,0,0,2,79.25,6.91,Default
797,161894.89,18.56,10841.18,24,10,11,0,0,0,42.2,2.9,Fully Paid
742,128745.76,11.49,11267.53,60,5,1,0,0,1,44.44,4.96,Fully Paid
691,74199.92,5.59,29152.75,48,0,5,0,0,3,17.92,6.16,Fully Paid
723,36029.65,21.13,14242.31,48,1,2,0,0,4,62.74,7.79,Fully Paid
727,175362.5,21.01,28939.06,36,20,5,1,3,0,32.12,4.0,Fully Paid
673,128149.31,24.1,15065.01,48,3,5,0,0,1,16.67,5.06,Fully Paid
764,28947.96,26.62,19098.84,48,20,4,0,0,1,14.11,3.8,Fully Paid
613,41905.56,15.16,5844.87,36,0,10,0,0,0,45.29,5.25,Fully Paid
686,26898.31,11.18,6255.72,48,1,5,1,2,2,71.47,8.0,Fully Paid
755,31439.39,15.28,7564.62,36,0,7,0,0,3,34.88,5.24,Fully Paid
434,128180.57,1.55,6833.95,48,1,4,0,0,1,57.45,5.58,Default
685,63198.07,14.58,14695.12,60,0,7,0,0,0,90.18,6.51,Fully Paid
707,40184.19,13.21,84526.4,36,3,4,0,0,2,49.24,7.53,Fully Paid
513,94231.88,6.47,12460.84,48,10,2,0,0,0,59.24,4.83,Fully Paid
672,99155.48,10.64,8745.46,48,3,4,1,3,1,9.41,6.41,Fully Paid
586,133472.19,23.64,3449.59,12,7,7,0,0,1,56.11,3.59,Fully Paid
681,86332.49,10.25,20161.28,24,5,3,0,0,2,7.04,3.78,Fully Paid
642,87925.71,8.77,3732.72,36,0,5,0,0,0,62.51,3.54,Fully Paid
574,36540.51,11.3,10636.64,36,3,7,0,0,1,19.94,4.96,Fully Paid
738,63488.52,35.06,4698.53,12,15,1,0,0,2,52.0,3.7,Fully Paid
616,58765.84,10.34,26407.14,36,5,7,0,0,1,26.2,5.04,Fully Paid
671,14642.93,18.47,15551.92,12,1,2,0,0,1,36.56,5.14,Fully Paid
755,74215.04,31.13,8349.0,36,5,4,0,0,2,52.71,4.7,Fully Paid
576,21485.03,23.21,7664.5,36,1,2,1,1,2,39.05,8.84,Default
650,92270.47,4.92,22060.01,36,7,2,1,1,3,42.4,6.84,Fully Paid
610,47501.74,18.63,5715.46,36,7,10,0,0,0,32.09,4.77,Fully Paid
628,47993.05,2.55,10057.13,48,5,5,0,0,1,29.39,5.47,Fully Paid
822,44323.04,8.75,9052.71,36,0,4,0,0,3,34.06,5.13,Fully Paid
686,41528.63,13.26,13142.84,48,5,5,1,4,3,11.47,7.58,Fully Paid
675,52198.12,4.77,40353.88,36,0,6,0,0,2,83.04,7.1,Fully Paid
691,104446.2,18.5,12815.13,48,2,5,0,0,3,49.28,5.24,Fully Paid
684,31239.68,26.38,17595.89,36,7,4,0,0,3,65.56,6.28,Fully Paid
503,60276.88,4.77,12437.67,36,7,4,0,0,2,40.01,4.77,Fully Paid
833,212520.09,11.82,8930.25,60,10,5,0,0,2,30.0,3.96,Fully Paid
532,40017.09,5.67,37121.77,24,2,8,0,0,3,13.31,5.72,Default
788,59298.22,16.66,13306.07,24,0,5,0,0,1,56.62,5.01,Fully Paid
699,99202.81,20.35,47235.72,12,2,1,0,0,2,41.88,4.71,Fully Paid
664,222063.99,6.5,9363.81,48,7,3,0,0,2,15.31,5.08,Fully Paid
625,151925.0,3.65,14047.09,48,20,6,0,0,0,80.18,3.08,Fully Paid
850,55037.36,23.39,9960.03,60,3,4,0,0,1,67.58,5.97,Fully Paid
698,75786.01,5.51,35019.21,24,7,6,0,0,2,31.74,3.48,Fully Paid
651,52848.87,14.34,8397.73,36,3,3,0,0,2,27.5,4.89,Fully Paid
607,115319.64,12.44,47138.29,24,2,4,0,0,2,22.29,5.06,Fully Paid
597,55735.99,14.86,10536.78,24,2,6,0,0,0,53.86,4.13,Fully Paid
654,166271.28,9.07,16681.16,60,15,2,0,0,2,22.81,4.92,Fully Paid
575,18801.94,24.71,10939.09,48,2,6,0,0,1,29.01,5.51,Default
704,86508.01,11.09,16710.77,12,1,7,1,1,2,72.08,7.24,Fully Paid
598,93780.01,16.58,15243.07,36,10,4,1,3,0,60.17,7.86,Fully Paid
730,13211.99,5.27,37082.81,12,5,3,0,0,1,54.74,7.06,Fully Paid
728,22453.45,20.53,14930.39,48,10,7,0,0,0,85.52,5.4,Fully Paid
645,131759.03,13.14,7271.94,24,2,8,0,0,1,48.88,4.28,Fully Paid
696,81756.14,7.51,13102.13,60,0,5,0,0,1,46.9,6.85,Fully Paid
700,96296.45,2.21,6051.87,48,2,6,0,0,1,33.58,4.76,Fully Paid
533,163934.92,13.86,32615.29,12,10,4,0,0,0,81.13,3.47,Fully Paid
788,48639.67,1.98,18263.43,36,3,6,0,0,3,9.55,4.24,Fully Paid
629,163175.89,2.9,21075.98,36,0,6,0,0,1,51.07,4.9,Fully Paid
705,346412.84,16.43,34376.66,36,1,3,0,0,0,27.65,4.73,Fully Paid
707,127940.06,15.36,30189.25,36,1,4,0,0,1,52.14,4.87,Fully Paid
450,77647.88,20.84,63598.68,24,15,6,0,0,1,71.01,5.39,Default
597,57908.13,11.79,3226.46,60,3,4,0,0,2,27.51,5.51,Fully Paid
717,67915.36,9.89,14910.4,36,20,6,0,0,1,60.91,2.43,Fully Paid
654,66511.53,25.92,26634.6,60,20,2,0,0,1,8.65,3.59,Fully Paid
705,60868.64,2.26,8366.01,48,5,4,0,0,0,34.1,3.69,Fully Paid
657,30909.17,8.09,49556.34,60,10,1,0,0,1,29.94,6.43,Fully Paid
748,77331.34,6.5,7470.23,24,3,2,0,0,0,57.88,3.08,Fully Paid
659,68839.28,3.83,79271.31,24,1,3,0,0,2,17.67,5.78,Default
763,135870.09,5.67,5241.3,60,20,3,0,0,2,8.18,2.51,Fully Paid
571,84328.0,27.56,7003.69,48,7,8,0,0,2,58.53,6.17,Fully Paid
639,38606.84,1.41,23873.18,36,10,4,0,0,1,68.2,5.14,Fully Paid
602,31014.88,11.32,35678.57,36,5,5,0,0,1,35.88,5.91,Fully Paid
681,59672.37,36.71,29241.28,36,2,3,0,0,1,73.82,5.94,Default
627,35561.54,28.63,3660.7,12,1,2,0,0,2,36.25,4.38,Fully Paid
631,65314.46,25.43,82217.92,24,2,4,0,0,1,52.18,6.56,Default
593,39894.97,3.8,30777.96,48,1,3,0,0,1,9.73,4.74,Fully Paid
613,128879.19,12.03,5784.49,36,5,3,0,0,0,17.8,2.89,Fully Paid
649,85086.42,9.42,9209.05,36,2,7,0,0,2,37.95,5.03,Fully Paid
488,108620.28,24.84,16452.96,12,20,5,0,0,0,66.67,3.44,Default
465,54242.81,7.48,13713.09,36,10,6,0,0,2,17.65,4.46,Default
654,67438.69,30.09,18281.41,60,2,8,0,0,1,65.81,6.43,Fully Paid
428,103839.81,9.81,17409.23,36,0,7,0,0,0,10.79,5.66,Default
634,74575.15,17.91,8540.85,36,3,7,0,0,1,47.08,4.66,Fully Paid
619,91584.08,22.38,10969.96,48,15,1,0,0,3,70.6,5.82,Fully Paid
693,39796.84,19.93,16318.47,60,2,6,1,3,0,77.24,7.94,Fully Paid
596,100174.98,5.2,6882.68,48,3,3,1,3,2,75.43,7.28,Fully Paid
775,42151.82,5.08,3798.11,48,10,1,0,0,3,29.81,4.03,Fully Paid
717,209317.78,25.91,26080.35,36,7,2,0,0,1,70.93,5.34,Fully Paid
529,67301.01,30.95,14311.12,24,3,5,0,0,0,35.8,4.12,Default
627,116167.31,25.54,31135.27,36,2,4,0,0,4,33.92,6.62,Default
772,45928.68,3.73,14061.63,36,5,6,0,0,2,42.24,4.52,Fully Paid
594,52646.62,4.33,6475.1,12,5,7,1,3,2,76.51,6.6,Fully Paid
645,51116.49,19.98,5195.3,36,20,6,1,1,0,2.61,4.42,Fully Paid
762,20823.91,11.91,1688.36,60,0,6,0,0,1,41.03,5.69,Fully Paid
606,12308.8,4.47,12502.83,48,1,2,0,0,2,66.96,8.07,Default
739,50366.16,26.91,1504.38,60,3,11,0,0,3,27.03,5.74,Fully Paid
577,19282.94,23.38,23746.45,48,3,6,0,0,0,38.28,7.25,Default
418,71086.28,20.46,23582.58,24,20,1,0,0,0,39.4,2.93,Default
748,54424.18,7.82,4905.2,36,3,4,0,0,3,60.81,5.75,Fully Paid
685,11036.11,40.96,9273.12,60,20,5,0,0,2,50.06,5.75,Default
690,43502.32,12.66,13180.42,48,2,5,0,0,1,40.38,5.77,Fully Paid
562,58983.28,17.72,5513.16,36,0,4,1,3,0,22.71,6.92,Default
568,139623.88,14.21,71457.72,36,0,4,0,0,2,30.73,6.02,Default
742,45519.96,13.66,5183.39,60,7,1,0,0,1,20.68,4.64,Fully Paid
669,22360.72,8.88,63406.54,48,7,3,0,0,3,22.77,8.31,Default
640,20708.32,25.2,48446.2,24,20,6,0,0,1,56.87,5.95,Fully Paid
667,43789.22,33.83,12747.0,12,2,1,0,0,5,34.48,6.12,Fully Paid
770,33154.91,13.64,34833.88,48,3,4,1,1,0,79.55,7.89,Fully Paid
707,52899.13,25.52,89493.61,60,5,9,0,0,1,70.7,8.67,Fully Paid
612,66331.1,2.78,2937.6,48,0,7,0,0,1,38.04,5.52,Fully Paid
537,82621.81,13.98,2670.4,48,15,7,0,0,1,19.6,4.31,Fully Paid
697,84089.79,15.93,40276.32,36,7,4,1,2,3,83.32,8.15,Fully Paid
576,41770.49,33.02,14821.01,36,1,5,0,0,2,16.75,5.66,Default
555,87348.98,9.02,10907.01,36,2,3,0,0,1,45.58,5.16,Default
755,23942.81,12.01,6787.12,12,5,7,0,0,2,73.8,3.85,Fully Paid
719,64984.78,7.46,46466.12,36,15,8,1,1,1,19.37,5.73,Fully Paid
680,68047.42,14.74,10543.43,60,7,8,0,0,0,26.03,3.67,Fully Paid
550,64561.01,11.4,8443.65,48,7,8,0,0,0,40.22,5.09,Fully Paid
793,32149.07,13.26,5400.18,12,3,7,0,0,1,32.07,4.0,Fully Paid
732,34317.33,20.58,7265.15,24,15,5,0,0,3,30.73,3.37,Fully Paid
625,88248.1,11.42,4663.09,36,1,2,0,0,2,2.8,4.24,Fully Paid
608,46590.51,23.74,4867.22,36,15,7,0,0,1,64.12,4.78,Fully Paid
656,85291.38,11.35,32872.05,48,10,5,0,0,1,37.19,4.77,Fully Paid
611,41550.39,20.61,7060.62,24,2,7,0,0,0,19.98,4.32,Fully Paid
826,331667.16,17.34,12155.15,36,0,8,1,2,2,68.54,7.23,Fully Paid
619,50630.77,17.32,14681.19,48,7,10,0,0,0,43.84,4.68,Default
564,122558.19,3.65,42441.68,24,15,5,1,1,0,29.5,4.22,Fully Paid
777,249176.52,30.13,10441.31,48,15,9,0,0,2,74.71,4.62,Fully Paid
604,116581.61,21.44,15748.0,24,1,10,0,0,2,66.87,5.51,Default
712,48438.63,5.89,4626.38,36,1,6,0,0,1,43.59,4.41,Fully Paid
704,56471.73,12.37,63071.63,36,5,6,1,1,2,57.06,7.69,Default
645,8230.22,12.25,5634.23,60,5,2,0,0,0,22.88,5.31,Fully Paid
572,14698.03,8.26,25453.9,48,2,4,0,0,0,63.45,7.94,Default
646,59252.69,22.91,19490.03,48,3,3,0,0,1,68.68,6.55,Default
556,42223.91,3.43,33010.25,36,1,6,0,0,3,4.51,5.33,Default
648,30613.42,3.11,34984.3,36,20,4,0,0,4,20.31,4.65,Fully Paid
711,61111.14,13.3,5966.89,48,5,3,0,0,2,32.41,4.45,Fully Paid
787,42043.71,21.67,15671.93,48,0,7,0,0,1,76.19,6.25,Fully Paid
562,33436.02,16.72,24309.52,48,0,4,0,0,0,41.5,7.14,Fully Paid
629,109370.25,12.32,16411.26,36,7,6,0,0,0,27.02,3.84,Fully Paid
608,27623.09,22.8,3473.82,60,10,4,0,0,0,14.26,4.83,Fully Paid
671,90975.81,9.03,5264.77,36,2,14,1,3,0,50.08,5.99,Fully Paid
528,69140.69,7.17,5883.86,36,0,6,1,1,4,44.72,8.26,Default
575,135888.1,9.16,3231.47,36,15,1,1,6,1,21.27,4.72,Fully Paid
514,45048.95,16.41,56207.56,36,1,1,0,0,1,13.24,5.74,Default
534,26697.86,15.3,18100.05,24,7,6,0,0,1,39.29,4.45,Default
597,40911.5,12.4,7531.84,48,10,8,0,0,1,15.77,3.89,Fully Paid
783,58410.7,10.65,8075.0,24,5,3,1,3,0,69.66,6.26,Fully Paid
677,108296.64,11.25,14126.78,48,20,5,0,0,0,29.3,3.63,Fully Paid
655,97077.79,14.8,12925.6,48,5,4,0,0,4,75.1,5.89,Fully Paid
757,52551.81,32.49,17781.82,12,5,6,0,0,3,45.74,3.93,Fully Paid
680,57167.49,9.41,10562.42,48,15,6,0,0,1,16.66,2.86,Fully Paid
688,90988.8,10.24,27189.9,48,20,5,1,1,2,22.5,4.37,Fully Paid
612,112777.16,20.21,17137.15,12,3,7,0,0,1,51.53,4.18,Fully Paid
599,72846.9,17.21,10657.99,60,1,6,0,0,3,35.62,7.16,Fully Paid
545,71174.07,23.09,18241.9,36,10,3,1,1,2,19.45,6.93,Default
601,69066.09,5.64,9652.37,36,0,3,1,2,0,2.26,5.93,Fully Paid
627,70371.28,18.02,20743.24,24,3,6,0,0,0,73.29,4.97,Fully Paid
677,70420.0,16.72,13018.22,48,0,2,0,0,0,39.45,4.7,Fully Paid
647,32919.01,33.86,9431.27,60,15,3,0,0,0,81.79,6.53,Fully Paid
620,22676.58,12.26,10826.81,48,20,5,0,0,0,49.84,3.12,Fully Paid
577,35377.1,27.05,35504.09,24,10,3,0,0,6,36.18,6.93,Default
681,45311.85,15.83,24639.4,60,5,5,0,0,2,52.45,6.53,Fully Paid
610,88817.61,19.53,50325.79,24,10,6,0,0,0,41.35,4.34,Fully Paid
678,50891.23,20.7,44421.78,24,7,7,0,0,3,27.15,5.46,Fully Paid
496,67626.02,15.45,39125.47,48,2,6,0,0,0,26.97,6.17,Default
676,62457.61,13.54,8622.88,24,7,7,0,0,0,26.29,4.06,Fully Paid
709,80643.6,22.02,2359.95,24,1,3,0,0,3,50.23,5.3,Fully Paid
699,46310.12,13.9,28235.44,24,0,3,0,0,0,33.5,4.31,Fully Paid
634,38735.82,6.25,11488.48,36,3,5,0,0,0,51.36,4.74,Fully Paid
723,22282.94,25.47,15208.26,36,2,7,0,0,2,24.48,6.43,Fully Paid
548,73086.76,4.65,11594.04,36,1,9,0,0,2,27.39,4.5,Default
642,9937.3,12.14,7637.65,24,5,6,0,0,2,39.22,4.6,Fully Paid
634,66047.08,3.07,8565.18,48,5,6,0,0,1,31.29,3.79,Fully Paid
732,102050.45,27.45,8221.69,48,10,4,0,0,1,6.59,3.0,Fully Paid
488,54738.49,7.51,5970.27,36,10,4,0,0,0,6.1,3.68,Fully Paid
565,74545.32,13.78,9691.72,60,7,3,0,0,0,10.21,4.6,Default
789,46236.47,10.68,7577.59,36,3,2,0,0,0,29.29,4.05,Fully Paid
455,59668.66,9.41,11655.9,60,20,3,0,0,2,21.31,4.35,Default
715,54339.25,16.96,31406.41,36,15,2,0,0,5,2.46,4.29,Fully Paid
593,90843.0,18.61,4380.08,48,3,5,0,0,1,15.24,5.14,Fully Paid
670,50481.22,6.98,4922.96,48,10,3,0,0,0,33.96,4.03,Fully Paid
763,29349.32,12.04,9910.67,48,20,5,0,0,1,58.22,4.41,Fully Paid
673,72835.07,18.65,7843.76,48,2,4,0,0,2,9.27,5.22,Fully Paid
764,55474.05,11.11,23472.7,48,1,7,0,0,1,48.52,5.97,Fully Paid
610,39406.43,12.1,5377.57,12,1,7,0,0,3,14.35,4.41,Fully Paid
621,88230.04,8.38,13117.88,36,3,6,0,0,3,14.35,4.67,Fully Paid
712,198381.41,11.34,20039.21,36,0,1,0,0,0,37.21,5.19,Fully Paid
614,79440.32,17.0,10988.44,36,10,5,0,0,1,33.74,3.99,Fully Paid
697,96570.92,25.46,3720.04,60,15,4,0,0,2,75.22,5.29,Fully Paid
744,65578.83,4.5,22055.52,24,5,5,0,0,0,39.42,3.69,Fully Paid
719,141193.46,3.83,15115.66,36,0,5,0,0,4,29.33,5.63,Fully Paid
523,88559.73,14.58,6714.42,36,10,6,0,0,2,16.52,5.06,Fully Paid
622,42871.04,10.38,9380.36,36,2,2,0,0,3,74.17,6.16,Fully Paid
672,85636.46,25.64,61838.37,48,1,8,0,0,1,63.54,7.43,Fully Paid
630,77575.55,15.86,15841.32,36,15,4,0,0,1,40.09,4.5,Fully Paid
656,47237.56,15.33,54014.02,36,0,3,1,2,1,48.07,8.79,Fully Paid
673,126221.85,26.6,26855.41,36,1,5,0,0,1,34.46,4.78,Fully Paid
607,28032.88,19.08,28289.17,24,7,7,0,0,1,23.17,5.33,Fully Paid
634,74849.91,5.19,2134.15,60,1,1,0,0,2,37.27,5.51,Fully Paid
555,46212.98,38.25,5836.54,36,3,5,0,0,2,31.29,5.19,Default
611,22837.37,15.19,27679.49,36,2,3,0,0,3,85.26,7.69,Default
527,64234.16,23.53,8138.4,36,20,4,0,0,1,35.24,3.54,Default
659,46715.49,8.85,14737.48,60,2,7,0,0,0,32.27,6.23,Fully Paid
634,42176.47,12.63,11799.42,60,3,7,0,0,1,31.83,5.83,Fully Paid
576,31702.71,14.56,6171.66,60,5,3,0,0,2,72.98,7.12,Fully Paid
792,200009.03,8.92,4600.35,36,7,6,0,0,2,34.79,3.86,Fully Paid
630,13683.03,18.43,21929.41,60,7,3,0,0,0,6.38,5.72,Fully Paid
672,16364.85,13.36,17988.45,24,3,5,0,0,2,39.08,6.22,Fully Paid
598,81935.0,17.01,12593.77,60,10,3,0,0,0,31.7,4.11,Fully Paid
616,79047.23,6.09,65735.87,48,2,3,0,0,4,33.19,6.4,Default
675,26012.72,3.02,30314.29,48,5,4,0,0,1,21.99,5.14,Fully Paid
623,41819.84,22.38,5416.32,48,1,5,0,0,1,65.23,5.73,Default
650,87213.35,10.58,48454.0,24,0,6,0,0,2,13.89,5.35,Fully Paid
714,50750.22,21.39,52071.67,36,1,4,0,0,2,54.65,6.87,Fully Paid
608,96538.16,8.96,16580.0,36,0,7,1,1,2,24.19,7.51,Fully Paid
543,58259.5,16.58,4109.46,48,1,4,0,0,5,74.4,7.43,Default
527,43770.94,2.23,5393.37,48,20,5,0,0,3,27.24,4.02,Fully Paid
765,24967.89,14.89,10099.58,36,20,5,0,0,1,36.0,2.36,Fully Paid
724,57569.97,4.99,15654.06,36,1,7,1,3,2,37.18,6.83,Fully Paid
702,40751.97,6.74,8546.98,24,1,6,0,0,1,69.52,4.53,Fully Paid
615,108799.2,32.78,58096.76,24,20,3,0,0,0,27.42,2.28,Fully Paid
543,106211.39,12.95,22465.71,60,3,1,0,0,1,49.72,6.47,Default
627,51676.33,3.65,50521.04,36,5,2,1,3,1,39.54,8.37,Fully Paid
642,58581.15,19.07,21873.15,24,0,3,0,0,1,29.41,4.28,Fully Paid
559,47922.58,34.74,74082.78,48,15,4,0,0,2,62.44,7.88,Default
532,43541.12,5.06,15167.53,60,10,2,0,0,0,49.56,4.98,Default
511,31498.9,15.19,12388.08,36,1,4,0,0,3,5.06,5.64,Default
702,62348.98,13.43,5106.51,48,1,11,0,0,0,21.9,3.07,Fully Paid
553,50309.2,5.35,9334.15,48,5,2,0,0,3,31.46,5.71,Fully Paid
674,146388.88,5.4,24392.92,48,1,4,0,0,1,17.16,5.2,Fully Paid
618,48459.25,21.05,9484.27,36,5,6,1,1,4,53.17,8.56,Fully Paid
697,253580.11,17.67,23433.83,48,7,4,1,1,2,13.35,7.29,Fully Paid
676,177100.14,17.01,67150.93,36,7,1,0,0,3,48.45,4.59,Fully Paid
631,38878.34,0.33,7420.15,12,3,5,0,0,5,56.76,5.25,Fully Paid
660,57229.12,8.65,3052.88,48,10,6,1,1,1,88.98,7.53,Fully Paid
641,23580.04,29.38,12250.61,60,5,5,0,0,2,6.51,5.67,Fully Paid
600,46536.04,14.62,13801.53,36,5,8,0,0,0,19.0,4.76,Fully Paid
728,74953.25,23.28,11988.6,48,10,5,0,0,2,37.35,5.51,Fully Paid
616,67733.52,6.72,31262.23,36,0,3,0,0,4,15.78,6.29,Fully Paid
643,36871.97,9.16,13173.75,36,15,4,0,0,2,77.4,5.3,Default
536,57190.15,4.2,6071.35,48,2,4,0,0,3,66.47,6.61,Fully Paid
671,80849.69,19.78,47101.78,48,15,3,0,0,0,19.82,4.31,Fully Paid
601,55461.73,12.5,54846.84,12,7,7,1,1,1,37.57,6.23,Default
611,134480.54,6.28,8918.14,12,5,8,0,0,0,27.0,3.09,Fully Paid
582,56749.3,32.62,6147.95,60,2,3,0,0,2,23.64,6.46,Default
640,23098.73,26.54,8547.27,36,0,4,1,2,1,77.67,7.68,Default
489,22915.02,19.92,10854.32,36,2,4,1,2,2,6.55,6.91,Default
704,47791.68,17.2,15670.82,12,10,8,1,3,0,36.8,4.62,Fully Paid
646,29325.74,28.0,15536.34,60,5,5,1,3,1,76.16,9.4,Default
612,22663.03,5.15,5063.72,12,20,4,0,0,1,65.34,3.08,Default
526,46343.78,19.89,20579.15,60,10,6,0,0,3,17.93,5.76,Default
684,96573.53,8.03,25575.25,36,15,3,0,0,1,76.19,4.13,Fully Paid
599,45338.76,24.45,6170.74,24,3,2,0,0,2,78.36,5.13,Default
754,73003.24,17.82,1347.22,12,0,5,0,0,0,15.21,2.92,Fully Paid
688,141820.26,11.01,8232.35,12,3,5,0,0,2,68.32,4.13,Fully Paid
772,75348.24,30.47,4304.68,36,1,8,0,0,1,46.09,4.82,Fully Paid
660,34213.37,2.3,22203.46,36,2,9,0,0,0,5.68,5.17,Fully Paid
736,58993.97,24.39,10464.84,48,15,8,0,0,3,18.5,3.69,Fully Paid
687,46042.53,10.99,11965.33,24,3,1,0,0,0,73.11,4.6,Fully Paid
613,80961.06,9.7,12031.7,24,5,6,0,0,1,7.55,2.82,Fully Paid
664,66963.8,15.33,13066.86,36,5,3,0,0,4,46.38,5.73,Fully Paid
583,50531.53,16.91,12332.48,36,7,4,0,0,2,50.44,5.18,Fully Paid
815,62814.16,21.08,23355.55,48,15,5,0,0,0,52.8,3.77,Fully Paid
641,49408.06,16.86,19242.58,48,15,3,0,0,1,31.01,3.78,Fully Paid
652,22956.22,45.45,12955.56,24,20,6,1,4,3,47.79,7.29,Default
